repo,proof_id,proof_path,loc,files_in_scope,num_preconditions,num_var_models,num_func_models,symex_steps,sat_vars,sat_clauses,max_unwind,runtime_seconds,total_coverage,target_coverage,num_errors
aws/aws-encryption-sdk-c,aws_cryptosdk_edk_eq,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_edk_eq,32,1,2,0,0,1288,18165,28476,-1,17.222,100.0,100.0,0
aws/aws-encryption-sdk-c,aws_cryptosdk_verify_header,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_verify_header,37,1,5,0,0,2432,36656,136833,0,25.381,93.45794392523365,93.45794392523365,0
aws/aws-encryption-sdk-c,aws_cryptosdk_private_derive_key,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_private_derive_key,67,1,7,0,0,11613,185838,702920,0,25.148,94.14893617021278,94.14893617021278,0
aws/aws-encryption-sdk-c,aws_cryptosdk_cmm_decrypt_materials,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_cmm_decrypt_materials,102,1,19,3,0,8146,283351,1395456,0,29.495,60.550458715596335,60.550458715596335,0
aws/aws-encryption-sdk-c,aws_cryptosdk_session_set_commitment_policy,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_session_set_commitment_policy,28,1,1,0,0,654,5838,3510,-1,12.958,36.53846153846153,36.53846153846153,0
aws/aws-encryption-sdk-c,aws_cryptosdk_keyring_base_init,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_keyring_base_init,25,1,2,0,0,695,10200,19527,-1,11.684,90.0,90.0,0
aws/aws-encryption-sdk-c,aws_cryptosdk_private_derive_key_v2,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_private_derive_key_v2,59,1,7,0,0,6929,116575,436506,-1,19.839,90.12738853503186,90.12738853503186,0
aws/aws-encryption-sdk-c,aws_cryptosdk_decrypt_body,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_decrypt_body,62,1,12,0,0,7067,144614,437644,0,24.373,95.9119496855346,95.9119496855346,0
aws/aws-encryption-sdk-c,aws_cryptosdk_multi_keyring_new,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_multi_keyring_new,22,1,0,0,0,2044,20412,30201,0,13.471,89.1891891891892,89.1891891891892,0
aws/aws-encryption-sdk-c,aws_cryptosdk_genrandom,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_genrandom,22,1,1,0,0,223,2501,3924,-1,16.095,73.46938775510205,73.46938775510205,0
aws/aws-encryption-sdk-c,aws_cryptosdk_cmm_release,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_cmm_release,40,1,2,3,0,965,16358,31441,0,14.874,91.8918918918919,91.8918918918919,0
aws/aws-encryption-sdk-c,aws_cryptosdk_keyring_retain,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_keyring_retain,32,1,3,3,0,1200,14507,18989,-1,15.848,93.05555555555556,93.05555555555556,0
aws/aws-encryption-sdk-c,aws_cryptosdk_keyring_release,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_keyring_release,33,1,2,3,0,1024,17996,36491,0,15.395,82.1917808219178,82.1917808219178,0
aws/aws-encryption-sdk-c,aws_cryptosdk_hkdf,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_hkdf,60,1,8,0,0,1943,28396,50792,-1,18.448,93.65853658536587,93.65853658536587,0
aws/aws-encryption-sdk-c,aws_cryptosdk_alg_props,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_alg_props,28,1,0,0,0,766,4853,22452,-1,11.115,94.28571428571428,94.28571428571428,0
aws/aws-encryption-sdk-c,aws_cryptosdk_private_derive_key_v1,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_private_derive_key_v1,50,1,5,0,0,6125,94753,298183,0,18.906,91.96141479099678,91.96141479099678,0
aws/aws-encryption-sdk-c,aws_cryptosdk_edk_list_init,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_edk_list_init,24,1,0,0,0,697,8880,5774,0,13.425,97.14285714285714,97.14285714285714,0
aws/aws-encryption-sdk-c,aws_cryptosdk_md_update,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_md_update,41,1,4,0,0,806,10946,18873,-1,14.2,100.0,100.0,0
aws/aws-encryption-sdk-c,aws_cryptosdk_rsa_decrypt,/home/kevin/cbmc-metrics/cbmc-metrics-workspace/aws-encryption-sdk-c/verification/cbmc/proofs/aws_cryptosdk_rsa_decrypt,43,1,6,0,0,3097,50324,127973,0,21.882,100.0,100.0,0
